City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kone,-21.0595,164.8658,22.7,53,6,3.04,NC,1687905425
363,aasiaat,68.7098,-52.8699,2.62,92,100,2.24,GL,1687905425
364,haiku-pauwela,20.9219,-156.3051,29.01,64,40,9.26,US,1687905425
365,okhotsk,59.3833,143.3,14.15,82,92,1.93,RU,1687905426
366,cedeira,43.6797,-8.0209,18.87,81,100,7.36,ES,1687905426
367,bowen,-20.0167,148.2333,21.52,76,39,1.43,AU,1687905325
368,geiro,-6.15,36.8667,12.24,92,0,1.53,TZ,1687905426
369,inirida,3.8653,-67.9239,22.58,99,97,0.38,CO,1687905190
370,kununurra,-15.7667,128.7333,22.99,60,75,4.63,AU,1687905426
371,nabire,-3.3667,135.4833,25.63,90,78,1.32,ID,1687905426
372,rockdale,33.6501,-84.0166,31.93,47,0,5.66,US,1687905426
373,viedma,-40.8135,-62.9967,8.44,71,3,2.94,AR,1687905231
374,saldanha,-33.0117,17.9442,10.03,87,100,3.3,ZA,1687905427
375,yuzhno-kurilsk,44.0306,145.8556,13.37,98,100,5.41,RU,1687905427
376,gorno-altaysk,51.9561,85.955,16.04,53,100,1.61,RU,1687905427
377,katsuura,35.1333,140.3,24.02,95,100,5.44,JP,1687905161
378,daru,-9.0763,143.2092,25.07,77,100,7.02,PG,1687905427
379,prado,-17.3411,-39.2208,21.92,85,1,2.53,BR,1687905428
380,leava,-14.3,-178.1667,26.45,80,66,3.74,WF,1687905428
381,trani,41.2727,16.4154,23.81,59,0,1.13,IT,1687905428
382,esmeraldas,-19.7625,-44.3139,17.81,55,1,2.15,BR,1687905168
383,marka,1.7159,44.7717,24.64,85,8,5.91,SO,1687905428
384,richards bay,-28.783,32.0377,17.0,93,2,1.54,ZA,1687904959
385,yulinshi,38.2906,109.7494,20.98,84,100,0.63,CN,1687905428
386,nayoro,44.3506,142.4578,21.17,87,100,2.18,JP,1687905428
387,la foa,-21.7108,165.8276,22.02,54,30,4.89,NC,1687905429
388,sanming,26.2486,117.6186,25.56,91,76,0.55,CN,1687905429
389,port lincoln,-34.7333,135.8667,11.5,69,25,4.54,AU,1687905429
390,keyser,39.4409,-78.9739,23.47,75,66,4.34,US,1687905429
391,araguaina,-7.1911,-48.2072,27.37,41,37,1.78,BR,1687905304
392,barra de santo antonio,-9.4047,-35.5072,23.6,82,31,4.39,BR,1687905429
393,kisangani,0.5167,25.2,21.61,87,28,0.12,CD,1687905429
394,rongelap,11.1635,166.8941,27.98,81,99,7.56,MH,1687905429
395,taro,-8.3862,115.28,20.0,94,80,0.52,ID,1687905430
396,poronaysk,49.2167,143.1167,15.51,97,100,2.54,RU,1687905430
397,iskateley,67.6803,53.1512,5.79,89,100,3.48,RU,1687905430
398,xunchang,28.4543,104.715,26.07,86,100,1.13,CN,1687905430
399,danshui,22.7984,114.4672,26.89,86,87,1.89,CN,1687905430
400,pastavy,55.1168,26.8326,13.68,91,100,2.6,BY,1687905430
401,chibougamau,49.9168,-74.3659,18.79,94,100,3.09,CA,1687905430
402,walvis bay,-22.9575,14.5053,13.94,100,0,3.09,NA,1687905431
403,goderich,43.7501,-81.7165,17.17,88,100,7.2,CA,1687905200
404,nouadhibou,20.931,-17.0347,21.99,88,20,8.23,MR,1687905431
405,siverskiy,59.3544,30.0783,14.42,76,72,1.42,RU,1687905431
406,yaren,-0.5472,166.916,27.24,77,100,2.52,NR,1687905431
407,kailua-kona,19.6406,-155.9956,29.04,76,40,4.63,US,1687905432
408,merizo village,13.2658,144.6691,29.99,87,96,5.94,GU,1687905432
409,mount gambier,-37.8333,140.7667,8.91,92,100,2.89,AU,1687905432
410,kozloduy,43.7833,23.7333,20.01,75,19,3.62,BG,1687905432
411,wanning,18.8003,110.3967,27.41,85,59,1.42,CN,1687905432
412,vanimo,-2.6741,141.3028,26.84,80,69,2.98,PG,1687905432
413,vitebsk,55.1905,30.2033,11.26,93,64,2.19,BY,1687905392
414,caburan,5.9181,125.6411,27.59,74,76,0.94,PH,1687905432
415,xiazhuang,34.9161,118.6389,27.15,67,98,2.16,CN,1687905433
416,qamdo,31.1667,97.2333,6.89,68,97,0.87,CN,1687905433
417,flin flon,54.7682,-101.865,22.91,60,75,2.57,CA,1687905168
418,deder,9.3167,41.45,13.52,88,75,3.57,ET,1687905433
419,rauco,-34.9267,-71.3187,13.23,79,0,3.09,CL,1687905433
420,nakamura,32.9833,132.9333,26.94,76,91,0.49,JP,1687905433
421,vondrozo,-22.8167,47.2833,13.59,90,27,1.27,MG,1687905201
422,avarua,-21.2078,-159.775,25.03,83,100,4.63,CK,1687905433
423,brezina,33.0989,1.2608,29.16,17,5,2.77,DZ,1687905434
424,atchison,39.563,-95.1216,31.07,50,78,3.58,US,1687905361
425,kargil,34.5667,76.1,11.73,63,18,2.45,IN,1687905434
426,grand-bassam,5.2118,-3.7388,25.98,78,22,3.58,CI,1687905434
427,turpan,42.9333,89.1667,28.14,18,8,0.5,CN,1687905434
428,tianfu,37.1936,122.0511,25.8,76,65,2.46,CN,1687905434
429,menaka,15.9182,2.4022,32.95,40,80,7.95,ML,1687905435
430,onega,63.9061,38.1404,11.62,83,58,2.48,RU,1687905435
431,luwuk,-0.9516,122.7875,26.53,81,14,0.98,ID,1687905435
432,moyynkum,44.2914,72.9469,22.58,26,3,4.04,KZ,1687905435
433,louisville,38.2542,-85.7594,28.37,56,75,5.14,US,1687905362
434,luganville,-15.5333,167.1667,23.76,60,8,2.5,VU,1687905435
435,ad darb,17.7229,42.2526,34.39,55,100,1.93,SA,1687905436
436,arraial do cabo,-22.9661,-42.0278,23.92,69,0,5.66,BR,1687905436
437,grand falls-windsor,48.9332,-55.6649,14.72,87,92,1.34,CA,1687905436
438,karratha,-20.7377,116.8463,13.24,44,0,8.92,AU,1687905165
439,maxixe,-23.8597,35.3472,18.21,79,0,2.34,MZ,1687905436
440,tirebolu,41.0069,38.8139,20.35,74,0,2.65,TR,1687905436
441,sumbe,-11.2061,13.8437,18.54,87,50,2.52,AO,1687905436
442,nema,57.5067,50.5011,12.5,81,9,1.1,RU,1687905437
443,tadine,-21.55,167.8833,22.46,55,23,7.2,NC,1687905437
444,happy valley-goose bay,53.3168,-60.3315,21.17,56,75,8.75,CA,1687905437
445,boca do acre,-8.7522,-67.3978,27.08,58,14,0.42,BR,1687905437
446,semey,50.4111,80.2275,16.73,56,31,4.39,KZ,1687905437
447,barmer,25.75,71.3833,30.38,64,97,6.45,IN,1687905437
448,port hedland,-20.3167,118.5667,10.03,50,0,3.6,AU,1687905437
449,vangaindrano,-23.35,47.6,16.01,90,6,1.9,MG,1687905437
450,bikenibeu village,1.3673,173.1241,25.98,89,100,3.09,KI,1687905438
451,tambov,52.7317,41.4339,13.11,97,100,5.48,RU,1687905438
452,rock falls,41.7798,-89.689,26.99,52,0,2.06,US,1687905438
453,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,5.66,EC,1687905438
454,broken hill,-31.95,141.4333,10.09,97,100,5.39,AU,1687905438
455,ulladulla,-35.35,150.4667,11.85,64,100,2.06,AU,1687905438
456,magadan,59.5667,150.8,13.17,81,58,2.0,RU,1687905438
457,santiago de cao,-7.9589,-79.2392,23.07,78,100,5.14,PE,1687905438
458,baise city,23.8997,106.6133,24.83,95,66,1.43,CN,1687905438
459,kalifornsky,60.4183,-151.29,11.19,93,75,6.17,US,1687905439
460,vereshchagino,58.0789,54.6557,11.08,83,49,1.82,RU,1687905439
461,forio,40.7342,13.8646,24.18,90,0,0.45,IT,1687905439
462,zambezi,-13.5432,23.1047,13.26,39,9,1.9,ZM,1687905439
463,malvan,16.0667,73.4667,27.25,83,100,6.2,IN,1687905439
464,comal,29.8169,-98.3003,40.01,31,0,1.34,US,1687905439
465,chistopol',55.3631,50.6424,14.34,73,61,1.17,RU,1687905440
466,brisas de zicatela,15.8369,-97.0419,32.29,55,20,5.14,MX,1687905440
467,cochrane,51.1834,-114.4687,26.41,43,20,5.66,CA,1687905206
468,san pedro pochutla,15.7333,-96.4667,32.06,69,80,2.3,MX,1687905440
469,molina,-35.1167,-71.2833,12.85,79,0,3.09,CL,1687905441
470,sao felix do xingu,-6.6447,-51.995,23.88,56,2,1.28,BR,1687905441
471,kupang,-10.1667,123.5833,24.32,94,20,1.54,ID,1687905441
472,juan griego,11.0817,-63.9655,30.07,70,100,2.57,VE,1687905441
473,porto belo,-27.1578,-48.5531,19.97,100,0,2.73,BR,1687905441
474,vorotynsk,54.4283,36.0465,13.4,96,100,4.49,RU,1687905441
475,la ronge,55.1001,-105.2842,21.14,49,75,4.12,CA,1687905216
476,labasa,-16.4167,179.3833,26.63,64,84,3.44,FJ,1687905442
477,iquitos,-3.7481,-73.2472,31.02,66,40,1.03,PE,1687905442
478,fort st. john,56.2499,-120.8529,26.94,39,75,3.09,CA,1687905442
479,darwin,-12.4611,130.8418,23.99,88,0,1.54,AU,1687905442
480,puerto rico,-26.796,-55.024,16.3,87,0,1.38,AR,1687905442
481,edmundston,47.3737,-68.3251,22.13,84,100,6.69,CA,1687905371
482,palangkaraya,-2.2,113.8333,23.28,93,88,0.62,ID,1687905443
483,tha khanon,9.0302,98.9529,24.6,94,93,1.56,TH,1687905443
484,howard springs,-12.497,131.047,23.95,67,59,2.43,AU,1687905443
485,rawson,-43.3002,-65.1023,8.78,58,45,3.39,AR,1687905443
486,kiuruvesi,63.65,26.6167,13.41,94,92,0.97,FI,1687905443
487,aleg,17.0481,-13.9209,28.25,45,14,7.79,MR,1687905443
488,krivosheino,57.3431,83.9261,13.34,98,100,4.04,RU,1687905443
489,queenstown,-31.8976,26.8753,9.62,92,100,1.01,ZA,1687905162
490,vila velha,-20.3297,-40.2925,22.75,87,0,2.06,BR,1687905444
491,alexandria,31.2156,29.9553,23.3,78,0,3.62,EG,1687905421
492,natal,-5.795,-35.2094,25.12,94,40,3.6,BR,1687905216
493,emerald,-23.5333,148.1667,20.71,70,97,2.1,AU,1687905444
494,pervomayskoye,43.919,46.7102,20.67,76,88,2.77,RU,1687905444
495,bam,29.106,58.357,31.68,29,42,3.12,IR,1687905445
496,batticaloa,7.7102,81.6924,26.69,81,97,5.48,LK,1687905445
497,fuling,29.7022,107.3919,25.42,85,100,1.9,CN,1687905445
498,bonthe,7.5264,-12.505,25.08,84,100,4.82,SL,1687905445
499,kerema,-7.9631,145.7785,26.39,79,73,0.57,PG,1687905445
500,gornozavodsk,58.3758,58.3211,8.54,92,11,0.89,RU,1687905445
501,mount pearl,47.5166,-52.7813,9.62,89,75,7.2,CA,1687905445
502,sicuani,-14.2694,-71.2261,8.88,23,0,0.97,PE,1687905446
503,quillacollo,-17.4,-66.2833,21.04,10,0,1.54,BO,1687905446
504,shiguai,40.7058,110.2856,18.45,64,64,0.79,CN,1687905446
505,al bardiyah,31.7561,25.0865,23.41,89,0,5.06,LY,1687905447
506,zhangye,38.9342,100.4517,19.02,30,61,1.06,CN,1687905447
507,dwarka,22.2394,68.9678,27.99,86,95,7.96,IN,1687905447
508,primero de mayo,-32.2552,-58.4228,13.64,89,100,6.48,AR,1687905447
509,tocopilla,-22.092,-70.1979,16.81,79,22,0.91,CL,1687905448
510,sault ste. marie,46.5168,-84.3333,20.16,56,0,5.66,CA,1687905233
511,sitka,57.0531,-135.33,15.94,82,75,2.57,US,1687905179
512,illapel,-31.6308,-71.1653,13.93,59,100,0.81,CL,1687905448
513,shemysheyka,52.892,45.3928,13.58,69,100,2.83,RU,1687905448
514,kimbe,-5.5502,150.1429,27.61,64,35,2.66,PG,1687905448
515,le port,-20.9373,55.2919,22.16,72,62,4.21,RE,1687905448
516,charlottetown,46.2352,-63.1267,23.64,89,75,7.72,CA,1687905310
517,abu jibeha,11.4562,31.2285,25.47,66,79,2.18,SD,1687905449
518,kuraymah,18.55,31.85,32.09,11,6,5.98,SD,1687905449
519,kota kinabalu,5.9749,116.0724,25.99,78,20,2.57,MY,1687905449
520,boa vista,2.8197,-60.6733,26.99,78,40,2.06,BR,1687905449
521,puerto ayacucho,5.6639,-67.6236,23.23,96,100,1.08,VE,1687905449
522,cabedelo,-6.9811,-34.8339,25.37,86,9,5.16,BR,1687905450
523,visby,57.6409,18.296,17.12,94,64,3.6,SE,1687905450
524,salinas,36.6777,-121.6555,23.45,70,75,7.72,US,1687905450
525,prieska,-29.6641,22.7474,8.16,78,23,0.84,ZA,1687905450
526,sittwe,20.15,92.9,26.34,88,100,3.1,MM,1687905450
527,ciudad lazaro cardenas,17.9583,-102.2,30.52,68,66,4.74,MX,1687905450
528,copala,16.65,-98.9833,30.28,63,9,3.49,MX,1687905450
529,kittila,67.6647,24.8936,15.08,82,0,1.03,FI,1687905451
530,tazacorte,28.629,-17.9293,23.54,88,0,1.54,ES,1687905451
531,santa elena de uairen,4.6167,-61.1333,20.59,92,72,1.09,VE,1687905451
532,touros,-5.1989,-35.4608,24.78,85,13,5.24,BR,1687905451
533,pacasmayo,-7.4006,-79.5714,22.31,76,17,7.26,PE,1687905451
534,teruel,40.6667,-0.6667,17.84,73,39,0.85,ES,1687905227
535,kalmunai,7.4167,81.8167,25.74,87,99,6.72,LK,1687905451
536,minot air force base,48.4209,-101.3391,28.1,53,40,4.63,US,1687905395
537,alaghsas,17.0187,8.0168,34.67,13,99,4.19,NE,1687905452
538,mabaruma,8.2,-59.7833,24.33,97,95,1.65,GY,1687905452
539,shahr-e babak,30.1165,55.1186,25.9,20,11,0.92,IR,1687905452
540,goronyo,13.4423,5.6763,31.91,41,77,5.74,NG,1687905452
541,ha'il,27.5219,41.6907,31.01,14,0,4.12,SA,1687905452
542,boguchany,58.3814,97.4531,12.42,67,0,0.52,RU,1687905452
543,togur,58.3631,82.8265,12.31,91,100,4.24,RU,1687905452
544,tianpeng,30.9866,103.9393,24.8,96,100,4.78,CN,1687905453
545,hirosaki,40.5931,140.4725,25.84,80,98,3.48,JP,1687905273
546,nar'yan-mar,67.6713,53.087,5.89,89,100,3.47,RU,1687905453
547,maine soroa,13.2114,12.0241,33.4,31,66,3.69,NE,1687905453
548,stupino,54.9008,38.0708,11.69,97,100,3.46,RU,1687905453
549,berezovyy,51.6667,135.7,23.29,61,8,1.6,RU,1687905453
550,tobol'sk,58.2,68.2667,9.27,81,38,3.39,RU,1687905407
551,perene,-10.9492,-75.2261,22.84,81,13,0.68,PE,1687905454
552,zalingei,12.9096,23.4741,27.22,44,99,1.92,SD,1687905454
553,crane,31.3974,-102.3501,41.54,7,0,11.84,US,1687905454
554,andovoranto,-18.95,49.1,17.28,91,58,2.27,MG,1687905454
555,nong ki,14.6868,102.538,24.47,88,100,1.55,TH,1687905454
556,remire-montjoly,4.9167,-52.2667,24.02,100,0,0.0,GF,1687905454
557,ad dilam,23.9915,47.1627,32.23,13,31,1.67,SA,1687905454
558,sirinhaem,-8.5908,-35.1161,23.22,90,12,3.26,BR,1687905455
559,woolgoolga,-30.1106,153.2007,11.69,41,87,3.19,AU,1687905455
560,ts'khinvali,42.2276,43.9686,15.02,90,71,1.71,GE,1687905455
561,fortuna,40.5982,-124.1573,15.37,93,100,5.14,US,1687905455
562,porto novo,6.4965,2.6036,25.9,85,100,4.42,BJ,1687905163
563,zavodskoy,43.4597,132.2922,18.77,100,100,2.0,RU,1687905455
564,holualoa,19.6228,-155.9522,27.1,75,40,4.63,US,1687905160
565,sungai raya,0.7,108.9,25.16,84,44,2.92,ID,1687905456
566,nufringen,48.6225,8.8901,18.46,62,85,1.35,DE,1687905456
567,khairpur nathan shah,27.0936,67.7337,35.9,47,92,2.98,PK,1687905456
568,lewiston orchards,46.3804,-116.9754,28.95,36,75,4.63,US,1687905456
569,chichicapa,18.4006,-97.0469,15.15,74,22,3.13,MX,1687905456
570,riosucio,5.4216,-75.7032,17.7,92,84,0.78,CO,1687905456
571,cill airne,52.05,-9.5167,16.73,98,100,1.64,IE,1687905456
572,tual,-5.6667,132.75,27.18,84,96,8.55,ID,1687905457
573,luanda,-8.8368,13.2343,22.0,78,75,4.12,AO,1687905457
574,chany,55.3121,76.7647,10.66,94,95,2.85,RU,1687905457
575,narvik,68.4384,17.4272,20.21,73,21,2.2,NO,1687905457
